Id,SalePrice
1461,121692.61764705883
1462,166361.2294117647
1463,166252.4705882353
1464,181830.2411764706
1465,222778.82352941178
1466,175043.1294117647
1467,168708.4176470588
1468,160258.28235294117
1469,210330.12352941177
1470,133794.9294117647
1471,214174.54705882352
1472,97086.4705882353
1473,104546.76470588235
1474,163747.55294117646
1475,136123.33529411766
1476,388134.15882352943
1477,263114.3058823529
1478,292634.37058823527
1479,288631.38823529414
1480,381997.1705882353
1481,329024.4823529412
1482,233708.5294117647
1483,193269.28235294117
1484,181790.43235294116
1485,161689.93529411763
1486,206240.35882352942
1487,329212.88823529414
1488,256844.20588235295
1489,200018.30941176473
1490,196447.2705882353
1491,193606.62352941177
1492,104896.71176470588
1493,182360.0
1494,294871.37058823527
1495,295501.82352941175
1496,226152.71764705883
1497,204181.85882352942
1498,150253.34705882354
1499,155611.78627450982
1500,153168.11980392155
1501,180366.45294117648
1502,140216.6588235294
1503,277644.72352941177
1504,250817.4411764706
1505,226803.31176470587
1506,199965.55294117646
1507,212927.48235294118
1508,205406.1
1509,167711.2705882353
1510,157205.69411764707
1511,154423.04705882352
1512,174897.58823529413
1513,156201.6
1514,171844.7882352941
1515,191350.91176470587
1516,152489.90588235293
1517,156164.65294117646
1518,154394.20588235295
1519,227654.37647058823
1520,138794.11764705883
1521,115750.76470588235
1522,167754.23529411765
1523,123427.54705882353
1524,128410.88235294117
1525,123802.78235294118
1526,130780.17647058824
1527,111648.57647058823
1528,127931.91176470589
1529,143623.82352941178
1530,181319.96470588236
1531,123568.45294117647
1532,111303.64705882352
1533,160057.5
1534,122004.30588235294
1535,144751.59411764707
1536,110347.6294117647
1537,92340.56470588235
1538,201373.82352941178
1539,277693.3647058823
1540,131455.14117647058
1541,159911.72352941177
1542,155445.2411764706
1543,241646.17058823528
1544,83631.17647058824
1545,103232.9
1546,133763.5294117647
1547,125406.9
1548,117690.88235294117
1549,105290.75882352941
1550,148537.88823529411
1551,125127.8
1552,138218.82941176472
1553,137738.6294117647
1554,122631.99411764706
1555,160785.33529411766
1556,103387.50588235294
1557,138779.73529411765
1558,90761.17647058824
1559,119214.84705882354
1560,137394.20588235295
1561,170252.21764705883
1562,136443.23529411765
1563,125990.25294117647
1564,175815.0294117647
1565,137577.06470588237
1566,220568.85882352942
1567,79263.04705882353
1568,200833.5823529412
1569,151910.13529411764
1570,133051.2882352941
1571,122562.95294117647
1572,145293.41176470587
1573,229038.18823529413
1574,165562.9411764706
1575,223871.53529411764
1576,202687.39411764705
1577,199057.7411764706
1578,151289.95882352942
1579,141233.70588235295
1580,194106.01176470588
1581,142257.52352941176
1582,132861.82352941178
1583,317555.28235294117
1584,249987.70588235295
1585,143738.4831932773
1586,87221.17647058824
1587,100272.64705882352
1588,149595.15294117646
1589,100548.08823529411
1590,148820.4705882353
1591,111714.4
1592,139494.4294117647
1593,129083.29411764706
1594,152238.21764705883
1595,131210.35882352942
1596,243031.15294117646
1597,158759.19411764707
1598,181062.39411764705
1599,201480.77647058823
1600,226777.29411764705
1601,69369.3705882353
1602,114537.9705882353
1603,92128.75294117647
1604,299044.9294117647
1605,262722.71764705883
1606,172209.68235294116
1607,219371.23529411765
1608,225889.65294117646
1609,195291.24705882353
1610,141002.98823529412
1611,151249.18823529413
1612,181794.57647058825
1613,171612.69411764707
1614,129784.64117647058
1615,92730.29411764706
1616,92730.29411764706
1617,98560.77647058823
1618,127645.32352941176
1619,134382.23529411765
1620,197467.04117647058
1621,133015.0382352941
1622,140004.7705882353
1623,283367.4294117647
1624,206502.64705882352
1625,126095.07647058823
1626,179551.4705882353
1627,179102.99411764706
1628,274201.0294117647
1629,161132.45294117648
1630,359983.23529411765
1631,248269.48235294118
1632,266829.2882352941
1633,155661.49411764706
1634,192564.40588235293
1635,177377.70588235295
1636,163274.56470588237
1637,180421.93529411763
1638,214693.3705882353
1639,185482.40588235293
1640,239511.47647058824
1641,188409.0294117647
1642,237048.40588235293
1643,243119.53529411764
1644,227844.11764705883
1645,179118.5588235294
1646,154324.97647058824
1647,158812.0588235294
1648,151267.64705882352
1649,139477.11176470589
1650,130776.64117647058
1651,127004.98235294118
1652,97205.88235294117
1653,99533.82352941176
1654,163868.09411764707
1655,160512.94705882354
1656,162586.5294117647
1657,165325.7411764706
1658,166161.4705882353
1659,142111.11764705883
1660,147069.1
1661,394256.40588235296
1662,387592.88823529414
1663,360936.81176470587
1664,383595.5
1665,325876.32352941175
1666,294889.93529411766
1667,325200.7588235294
1668,341894.67647058825
1669,299344.06470588234
1670,341439.1
1671,238185.0705882353
1672,378117.1941176471
1673,301785.47647058824
1674,250965.69411764707
1675,192696.7294117647
1676,196044.28235294117
1677,220147.59411764707
1678,367596.46470588236
1679,351939.4294117647
1680,362330.0470588235
1681,304427.93529411766
1682,286737.2882352941
1683,211862.86470588236
1684,159407.79607843136
1685,167445.39411764705
1686,181445.5205882353
1687,157983.68431372548
1688,184034.94705882354
1689,180618.01764705882
1690,165111.22352941177
1691,161456.76470588235
1692,280764.5705882353
1693,157757.45882352942
1694,172758.12352941177
1695,157953.9411764706
1696,275147.6705882353
1697,159990.0588235294
1698,339163.4705882353
1699,323114.37058823527
1700,267932.24705882353
1701,292250.6705882353
1702,248177.75294117647
1703,253868.38235294117
1704,278223.7705882353
1705,236055.3705882353
1706,375072.64705882355
1707,223144.04705882352
1708,220629.23529411765
1709,270783.65882352943
1710,232499.2
1711,268044.21764705883
