Id,SalePrice
1461,127448.445
1462,168270.45
1463,180660.02
1464,203140.62
1465,200327.17
1466,167930.6
1467,172936.44
1468,167288.66
1469,188174.3
1470,125621.586
1471,193702.28
1472,92909.87
1473,98920.31
1474,152188.73
1475,119939.58
1476,396347.06
1477,258346.52
1478,276529.66
1479,273290.25
1480,451434.75
1481,345702.56
1482,216570.28
1483,180861.89
1484,165369.62
1485,181966.39
1486,198257.62
1487,374942.22
1488,246615.39
1489,204778.8
1490,232125.48
1491,188946.11
1492,100905.805
1493,198560.75
1494,304946.06
1495,300102.06
1496,235120.11
1497,184288.44
1498,161606.62
1499,157548.95
1500,157011.38
1501,180591.3
1502,141675.61
1503,317600.7
1504,240866.45
1505,231657.53
1506,192586.95
1507,252685.33
1508,206373.5
1509,153941.73
1510,141153.56
1511,138745.86
1512,181018.4
1513,140833.94
1514,184021.66
1515,184840.95
1516,153551.12
1517,168530.8
1518,138554.92
1519,227308.83
1520,136243.39
1521,132719.6
1522,161827.47
1523,123176.44
1524,131759.62
1525,124241.91
1526,117734.87
1527,114134.61
1528,137598.39
1529,147488.06
1530,170471.7
1531,102977.39
1532,96789.65
1533,151451.62
1534,118499.51
1535,157318.62
1536,113818.3
1537,80276.78
1538,167812.44
1539,190681.9
1540,96722.38
1541,136576.3
1542,139758.2
1543,207771.45
1544,81334.305
1545,111871.32
1546,131376.17
1547,141120.05
1548,131545.3
1549,109669.23
1550,137978.03
1551,112695.96
1552,141900.75
1553,149262.9
1554,115168.53
1555,179943.5
1556,82311.266
1557,108244.53
1558,88837.055
1559,94681.13
1560,126522.37
1561,156092.42
1562,132024.14
1563,120125.484
1564,162352.6
1565,130186.94
1566,240318.55
1567,83671.39
1568,237537.31
1569,160402.2
1570,142493.92
1571,117106.65
1572,141012.14
1573,259011.12
1574,102488.016
1575,217028.25
1576,252409.08
1577,196101.12
1578,137657.45
1579,141779.95
1580,186085.23
1581,155927.88
1582,131809.64
1583,323972.03
1584,227440.67
1585,142731.39
1586,76333.836
1587,99214.14
1588,150047.75
1589,104264.43
1590,137010.98
1591,96510.734
1592,124025.26
1593,124387.13
1594,156871.72
1595,108316.82
1596,228122.12
1597,182121.6
1598,204796.58
1599,176882.94
1600,172310.69
1601,70579.336
1602,119037.3
1603,101393.43
1604,261343.98
1605,257704.77
1606,183126.0
1607,169664.31
1608,220397.62
1609,189929.98
1610,160037.33
1611,135943.06
1612,170978.55
1613,173715.64
1614,129122.57
1615,86747.18
1616,73463.35
1617,90996.8
1618,129546.13
1619,137019.47
1620,167053.02
1621,137078.81
1622,140973.28
1623,300311.06
1624,200335.2
1625,117821.914
1626,166320.19
1627,188711.64
1628,276156.5
1629,174390.06
1630,343685.8
1631,225240.03
1632,250039.81
1633,166274.36
1634,187514.33
1635,171380.14
1636,156058.19
1637,201906.84
1638,195231.94
1639,181083.67
1640,254985.05
1641,176140.08
1642,228243.33
1643,223651.58
1644,238668.12
1645,204704.61
1646,158447.6
1647,152736.61
1648,123586.625
1649,138520.97
1650,113139.74
1651,122700.31
1652,93505.26
1653,101164.42
1654,146300.25
1655,150448.38
1656,146533.72
1657,152391.77
1658,145221.95
1659,127199.27
1660,149622.62
1661,497301.53
1662,436294.66
1663,388681.0
1664,473352.34
1665,310199.7
1666,303124.28
1667,361836.03
1668,331340.9
1669,294226.84
1670,359585.94
1671,251801.77
1672,435740.38
1673,291057.28
1674,243450.9
1675,184123.83
1676,190481.98
1677,227495.98
1678,391645.03
1679,367393.62
1680,361781.2
1681,241534.92
1682,286847.25
1683,176202.58
1684,173387.94
1685,172606.89
1686,167359.5
1687,170160.81
1688,192106.36
1689,193281.0
1690,194776.12
1691,177258.5
1692,265075.03
1693,168690.78
1694,177948.72
1695,166090.67
1696,262328.56
1697,174297.45
1698,356780.47
1699,337217.4
1700,247879.02
1701,269443.3
1702,247617.92
1703,265280.38
1704,310977.5
1705,242719.95
1706,378139.62
1707,228014.45
1708,216953.55
1709,282012.5
1710,233530.12
1711,268200.7
1712,268304.8
1713,282726.66
1714,228254.0
1715,197606.77
1716,182727.72
1717,172605.58
1718,134750.27
1719,202515.66
1720,260765.64
1721,168664.89
1722,129923.87
1723,161729.81
1724,210584.0
1725,243980.83
1726,186292.45
1727,160160.84
1728,185473.64
1729,163083.64
1730,152350.94
1731,117077.5
1732,114970.78
1733,110712.1
1734,110718.016
1735,132005.12
1736,118121.98
1737,347354.6
1738,224827.56
1739,270533.22
1740,222745.86
1741,196206.45
1742,176672.55
1743,166793.53
1744,301363.72
1745,226921.78
1746,191899.81
1747,218501.94
1748,229676.39
1749,151531.52
1750,124886.96
1751,234453.53
1752,118693.48
1753,141991.86
1754,189336.44
1755,165833.8
1756,133795.5
1757,114847.49
1758,145866.55
1759,169799.64
1760,173396.2
1761,136442.98
1762,175815.84
1763,172288.02
1764,114008.414
1765,160445.97
1766,184574.78
1767,243448.34
1768,142287.78
1769,173877.08
1770,151743.08
1771,113520.08
1772,145806.47
1773,127475.19
1774,127038.89
1775,136573.42
1776,130830.29
1777,108929.664
1778,144338.55
1779,110198.47
1780,165978.1
1781,126727.54
1782,97897.91
1783,149477.88
1784,101945.04
1785,116437.13
1786,132599.78
1787,148429.1
1788,60769.812
1789,96464.54
1790,88302.96
1791,183046.2
1792,157063.64
1793,117394.47
1794,149768.53
1795,134967.75
1796,124804.92
1797,107539.5
1798,119925.17
1799,102665.17
1800,129012.77
1801,138492.05
1802,114245.8
1803,147222.73
1804,146632.69
1805,135229.3
1806,120563.56
1807,116942.586
1808,119415.13
1809,118865.43
1810,140900.17
1811,105667.47
1812,103038.89
1813,117671.89
1814,94682.76
1815,59175.53
1816,91292.59
1817,104868.25
1818,147333.0
1819,121951.94
1820,73303.71
1821,94561.48
1822,141297.39
1823,68229.68
1824,132537.97
1825,140325.69
1826,100216.64
1827,98070.59
1828,142555.9
1829,109655.836
1830,141152.61
1831,152022.92
1832,81295.22
1833,140235.64
1834,118656.125
1835,122527.72
1836,128656.945
1837,91120.195
1838,126128.78
1839,90788.41
1840,166193.66
1841,153259.11
1842,84144.72
1843,121351.32
1844,133024.61
1845,139507.6
1846,141201.22
1847,169952.25
1848,61243.41
1849,104475.34
1850,114390.25
1851,144157.38
1852,118077.03
1853,137257.77
1854,174100.42
1855,147377.55
1856,226438.61
1857,127976.43
1858,140777.53
1859,122181.16
1860,149861.4
1861,118116.56
1862,303987.56
1863,292597.72
1864,292597.72
1865,327093.6
1866,347638.94
1867,243078.55
1868,306971.62
1869,217482.22
1870,242708.61
1871,245293.88
1872,166448.72
1873,253339.23
1874,144264.66
1875,198982.14
1876,193359.53
1877,210290.6
1878,191603.92
1879,137069.92
1880,135332.5
